age,employment_type,years_employed,annual_income,monthly_debt,loan_amount_requested,loan_purpose,credit_score,missed_payments,savings,dti_ratio,loan_to_income,defaulted
38,Business Owner,3,2224990.02,36295.19,1827079.38,Vehicle,558,2,72666.55,19.575,0.821163,0
28,Salaried,9,2805948.62,185826.52,4310003.53,Vehicle,660,1,98468.43,79.4711,1.536024,1
43,Salaried,5,2073394.01,37449.01,2565903.44,Vehicle,768,0,72543.23,21.674,1.237538,0
35,Salaried,5,2214110.49,86273.81,4544192.85,Business,607,1,917521.55,46.7585,2.052379,0
21,Salaried,3,2090016.67,31116.36,2591497.43,Personal,892,0,67091.91,17.8657,1.239941,0
39,Salaried,4,1566500.56,23628.44,5254577.48,Education,686,1,238274.06,18.1003,3.354341,0
38,Salaried,1,1327674.92,24367.92,4120537.88,Business,655,0,732525.72,22.0246,3.103574,1
26,Salaried,8,1035871.63,31593.32,4162306.22,Home,660,1,157932.12,36.5991,4.018168,0
27,Salaried,9,1348407.36,29730.02,4052370.06,Business,792,0,241455.67,26.4579,3.005301,0
23,Self-Employed,4,835381.77,22861.89,1933330.06,Education,631,0,207063.79,32.8404,2.314307,0
39,Business Owner,6,3577544.83,115778.61,14985931.03,Business,646,0,188236.48,38.8351,4.188887,1
27,Salaried,4,2758507.54,140015.58,5317989.55,Vehicle,760,0,81402.16,60.9093,1.92785,0
39,Salaried,16,1710644.33,30794.21,6160359.73,Business,747,2,85141.86,21.6018,3.601193,0
30,Self-Employed,4,702104.08,9755.88,949808.88,Vehicle,679,2,275104.01,16.6742,1.352804,0
29,Salaried,7,663504.3,13439.44,3031314.76,Business,643,0,502330.55,24.3063,4.568644,0
44,Business Owner,2,1328457.6,52504.72,1893207.82,Vehicle,707,3,424325.0,47.4277,1.425117,1
37,Self-Employed,8,2254344.78,86069.72,2729974.63,Vehicle,725,1,202990.4,45.8154,1.210984,0
29,Business Owner,0,2616252.79,62910.53,4455272.95,Personal,734,3,181367.83,28.8553,1.702921,1
23,Salaried,5,1266221.45,43114.24,3991184.6,Home,765,0,653105.33,40.8594,3.152043,0
28,Self-Employed,8,4346384.31,177945.51,6122419.12,Vehicle,590,0,190830.38,49.1293,1.408624,1
48,Salaried,4,1494035.55,47027.05,4298802.73,Education,832,0,980746.49,37.7718,2.87731,0
34,Business Owner,14,2371230.67,15055.86,3316943.48,Personal,726,2,206228.9,7.6193,1.398828,0
24,Business Owner,3,2676993.78,73607.44,6315241.09,Business,758,2,966699.16,32.9956,2.359079,0
21,Business Owner,3,2238976.15,67970.71,8694050.3,Business,738,1,141486.07,36.4295,3.883047,0
29,Salaried,8,1997324.94,36309.83,2167078.2,Vehicle,775,0,288139.24,21.8151,1.08499,0
31,Self-Employed,5,1647955.63,103305.54,1132351.03,Vehicle,726,0,1148351.68,75.2245,0.687125,0
26,Salaried,3,2237924.0,39124.69,8930976.12,Business,774,0,238673.67,20.9791,3.990741,0
30,Salaried,4,1337570.05,41528.4,2714822.34,Education,639,0,114885.94,37.2572,2.029667,0
28,Salaried,7,1023665.62,19621.6,5401371.94,Home,604,2,663417.53,23.0016,5.2765,0
23,Self-Employed,0,1348153.91,64302.69,6542966.02,Business,697,2,435707.56,57.2362,4.853278,1
28,Self-Employed,3,3750379.46,155274.71,8385925.27,Education,744,3,811218.68,49.6829,2.23602,1
37,Self-Employed,8,1326994.42,45986.86,4010466.54,Home,686,0,214884.36,41.5859,3.022218,0
29,Business Owner,4,842334.42,28208.08,289223.66,Personal,574,0,306087.62,40.1856,0.34336,1
21,Self-Employed,3,2611400.32,71677.6,3922062.82,Business,761,1,154132.05,32.9375,1.5019,0
30,Self-Employed,9,4432906.88,177394.64,3145234.8,Personal,661,0,345337.02,48.0212,0.70952,1
33,Business Owner,12,3813898.85,101054.92,15972152.44,Business,710,2,216550.65,31.7958,4.18788,0
28,Salaried,10,1435704.28,18063.03,7114287.0,Home,699,0,35130.96,15.0976,4.955259,0
35,Self-Employed,8,3046654.34,128622.06,937574.14,Personal,666,1,296894.69,50.661,0.307739,0
40,Salaried,5,958969.4,26148.57,4975980.59,Home,855,0,672661.4,32.7208,5.188884,0
35,Salaried,1,773610.33,11264.31,729031.16,Vehicle,621,3,107501.74,17.4728,0.942375,0
40,Business Owner,10,1741667.91,66929.49,2303807.36,Education,696,2,467464.87,46.1141,1.322759,1
46,Salaried,5,1064061.35,34267.43,3524045.69,Business,690,1,105709.7,38.6452,3.311882,0
29,Salaried,4,2467994.06,61364.48,3436424.76,Education,715,3,69598.59,29.8369,1.392396,0
30,Salaried,4,714844.98,24075.53,449221.14,Personal,691,1,505118.22,40.4152,0.628418,0
35,Salaried,13,544854.24,11221.81,2238101.54,Home,829,3,143589.61,24.7152,4.107707,0
29,Salaried,11,1681181.31,61368.56,3074462.72,Vehicle,726,2,341110.26,43.8039,1.828751,0
32,Salaried,6,1501105.13,60032.49,4405272.37,Education,774,0,168297.18,47.9906,2.934686,0
36,Business Owner,4,724652.45,17739.51,2124198.87,Business,686,1,366318.78,29.376,2.931335,1
37,Self-Employed,10,1117760.25,13726.13,1976392.78,Vehicle,663,0,1493517.11,14.736,1.768172,0
30,Salaried,7,1188624.63,42915.83,4267187.55,Home,615,1,473064.13,43.3265,3.590021,0
30,Business Owner,12,1279063.55,23246.72,1801976.37,Education,710,0,137896.07,21.8098,1.408825,0
31,Freelancer,1,3671651.15,104004.72,13719166.99,Business,637,2,310447.85,33.9917,3.736512,1
39,Salaried,5,1726988.26,25814.28,3259869.64,Business,864,0,141577.31,17.9371,1.887604,0
37,Self-Employed,2,1868596.79,10814.92,1367565.59,Personal,648,2,696215.07,6.9453,0.731868,0
21,Salaried,1,666038.81,14978.98,3193375.71,Home,578,0,160923.82,26.9876,4.794579,0
37,Salaried,13,915954.87,20671.98,4117405.82,Business,783,2,520417.4,27.0825,4.495206,1
26,Freelancer,2,1413760.45,18886.52,7020431.73,Home,650,1,290526.02,16.0309,4.965786,0
35,Self-Employed,12,1213649.34,1897.86,2208662.79,Business,649,1,155248.79,1.8765,1.819853,0
38,Self-Employed,5,8808458.52,298585.35,33375026.11,Business,662,0,320574.99,40.6771,3.788975,0
27,Salaried,2,3703421.74,88530.31,15554084.04,Business,554,0,342786.19,28.686,4.199922,1
39,Salaried,12,796517.7,32586.29,752647.18,Vehicle,707,1,1139138.83,49.0931,0.944922,0
28,Salaried,10,2351403.05,129048.38,3972128.6,Business,676,0,781462.99,65.8577,1.689259,0
30,Salaried,4,742313.0,22892.86,2743638.67,Home,751,3,158336.14,37.0079,3.696067,0
38,Salaried,11,706128.82,43106.86,2180251.03,Business,557,2,149530.11,73.2561,3.087611,1
21,Salaried,3,1161838.74,44933.56,793405.3,Personal,816,0,275346.79,46.4094,0.682888,0
21,Freelancer,2,3270874.09,107807.51,7934496.78,Education,723,3,2911781.41,39.5518,2.425803,1
21,Salaried,1,2247439.41,59735.17,3605178.11,Personal,786,2,179687.54,31.8951,1.604127,1
21,Salaried,3,2169337.58,105885.77,2551121.85,Vehicle,700,1,44002.61,58.5722,1.175991,0
39,Self-Employed,8,532730.11,10377.57,1565757.98,Home,821,0,39955.85,23.376,2.939121,0
39,Salaried,7,1321412.84,54281.59,1315311.72,Vehicle,713,0,77263.47,49.2941,0.995383,0
30,Business Owner,10,1271150.87,52720.48,1305223.08,Personal,690,0,853034.05,49.7695,1.026804,0
22,Salaried,4,1535243.52,26944.23,3078123.47,Education,744,1,745266.45,21.0606,2.004974,0
21,Salaried,3,1029519.92,44886.02,2746572.07,Education,712,0,368500.3,52.3188,2.667818,0
21,Self-Employed,3,828280.11,55201.19,1238152.83,Personal,644,0,142823.06,79.9747,1.494848,1
28,Freelancer,4,1468438.11,42403.41,1006167.94,Vehicle,674,0,655601.26,34.6518,0.685196,0
25,Salaried,7,550411.94,30588.53,555988.95,Personal,538,0,494175.66,66.6887,1.010132,1
26,Business Owner,5,4576842.62,191049.23,10359581.0,Business,683,0,142661.51,50.0911,2.263478,0
30,Salaried,4,1122238.11,23019.28,4024956.56,Business,769,3,93886.6,24.6143,3.586544,0
24,Salaried,4,1424434.77,39708.31,6096869.98,Business,599,1,350152.72,33.4518,4.280203,0
33,Self-Employed,10,654448.47,9068.84,2814340.53,Home,584,1,358174.28,16.6287,4.300324,1
48,Salaried,9,1299017.66,48495.51,6857583.31,Home,811,0,146087.57,44.7989,5.279053,1
40,Salaried,7,693751.78,35691.08,1090347.09,Vehicle,659,0,81828.71,61.7358,1.571667,0
38,Salaried,10,650305.81,7540.55,1489316.79,Business,671,1,421631.73,13.9145,2.290179,0
24,Self-Employed,6,735204.6,9473.0,1763930.33,Education,766,0,86331.57,15.4618,2.399237,0
42,Salaried,13,802132.55,31351.78,3677663.04,Business,782,0,202305.53,46.9026,4.584857,0
38,Salaried,3,741855.35,27443.31,2048066.79,Home,735,0,349342.0,44.3914,2.760736,0
41,Business Owner,9,904596.19,28331.1,5318042.86,Home,744,0,260016.51,37.5829,5.878914,1
32,Freelancer,5,619135.21,15697.25,1862243.15,Business,682,0,140382.47,30.4242,3.007813,0
21,Salaried,3,760985.57,20958.46,2099002.35,Home,730,1,246499.32,33.0494,2.758268,0
40,Business Owner,15,2282446.51,125488.69,10813662.47,Home,802,2,193726.53,65.9759,4.737751,1
22,Salaried,2,2142290.14,69771.67,12789914.92,Home,900,2,749009.64,39.0825,5.970207,1
30,Salaried,4,929678.53,21183.33,3709928.27,Business,474,3,190515.81,27.3428,3.99055,1
25,Salaried,7,1220739.7,45303.3,4090719.74,Business,568,3,76096.26,44.5336,3.351017,1
26,Self-Employed,4,856222.89,19640.86,1178153.11,Personal,748,1,53166.39,27.5267,1.375989,0
43,Self-Employed,3,1454192.88,46495.34,1975806.64,Education,691,0,897541.5,38.368,1.358696,0
32,Business Owner,4,2552429.17,134386.88,6212435.82,Education,596,0,449163.04,63.1807,2.433931,0
31,Business Owner,7,7733694.17,456463.65,35150338.06,Business,712,2,480664.47,70.8273,4.54509,1
27,Self-Employed,7,1458546.48,64606.89,6361081.76,Business,778,0,374494.21,53.1545,4.361247,0
41,Salaried,6,1305808.15,55065.39,3048255.29,Home,739,0,437933.98,50.6035,2.334382,0
27,Self-Employed,8,1430712.11,43088.64,5978328.42,Home,633,1,210398.16,36.1403,4.178568,1
43,Self-Employed,10,2070149.69,59706.68,3962739.33,Business,658,0,297889.92,34.6101,1.914228,0
28,Salaried,5,1822758.56,5610.55,7336060.26,Business,732,0,192094.59,3.6937,4.024702,0
35,Salaried,10,766623.19,36974.9,846596.44,Personal,704,1,500582.63,57.877,1.104319,0
21,Salaried,3,775546.68,28566.64,4198227.15,Home,705,1,225770.36,44.201,5.413249,0
23,Self-Employed,3,1391864.85,35405.51,7410666.99,Home,496,0,231540.94,30.525,5.324272,1
36,Salaried,2,2366806.75,6822.07,5100600.1,Education,685,3,1021534.69,3.4589,2.155056,1
35,Salaried,7,1635478.97,54818.84,4579624.85,Business,604,2,199401.43,40.2222,2.800173,1
35,Salaried,7,2503222.38,67814.59,4088345.7,Education,753,2,176689.17,32.5091,1.633233,0
40,Salaried,15,1478860.28,84078.07,6660507.01,Home,786,2,308086.6,68.2239,4.503811,1
33,Self-Employed,10,1842754.67,10956.39,1390499.29,Vehicle,733,2,216067.98,7.1348,0.754576,0
21,Freelancer,3,1732328.87,56102.78,8159252.37,Business,779,0,445133.0,38.8629,4.70999,0
48,Self-Employed,15,2256028.12,39395.91,2262193.96,Personal,753,0,139465.15,20.955,1.002733,0
40,Salaried,7,1159251.28,53776.0,4497744.48,Home,554,3,192229.23,55.6663,3.87987,0
32,Freelancer,9,1028819.93,11570.55,4759070.85,Business,730,0,189508.89,13.4957,4.625757,0
22,Business Owner,4,939921.67,57763.41,1517272.8,Vehicle,680,1,251059.97,73.7467,1.614255,0
29,Salaried,9,2086332.85,52680.65,1699619.83,Vehicle,450,0,202828.73,30.3004,0.814645,0
27,Salaried,9,1901737.54,47164.27,1455481.02,Vehicle,620,0,1227719.68,29.7607,0.765343,0
34,Freelancer,6,505391.8,17558.29,371390.54,Personal,696,0,242654.57,41.6903,0.734857,0
28,Freelancer,8,929638.64,45283.07,615729.1,Personal,771,0,104778.31,58.4525,0.662332,0
22,Freelancer,4,649809.09,28938.82,829101.57,Vehicle,900,3,272624.91,53.4412,1.275916,0
38,Salaried,8,913681.4,6540.17,793333.72,Education,602,0,77807.64,8.5897,0.868283,0
37,Self-Employed,13,1807135.33,94681.88,5810722.46,Education,558,0,199893.91,62.872,3.215433,1
50,Salaried,14,740274.8,35779.36,602743.35,Personal,542,4,279298.92,57.999,0.814216,1
40,Salaried,16,923413.75,15721.94,4465908.48,Business,840,1,276218.48,20.4311,4.836303,0
38,Business Owner,8,2872456.88,32934.07,7039986.02,Business,725,2,143181.8,13.7586,2.450859,0
30,Self-Employed,12,1317995.8,74436.54,4595378.42,Home,668,0,307578.12,67.7725,3.486641,1
38,Salaried,6,874182.46,22774.47,3767322.7,Business,737,1,182589.96,31.2628,4.309538,0
29,Business Owner,3,2520039.26,179674.27,5998901.22,Home,663,0,138499.27,85.5578,2.380479,1
29,Business Owner,0,906155.37,52256.5,343194.09,Personal,719,0,110012.51,69.202,0.378736,0
44,Salaried,14,1407819.09,47460.22,2714706.82,Business,741,2,404039.99,40.4542,1.928307,0
31,Self-Employed,4,2593221.37,80669.72,7399283.87,Education,757,2,555445.89,37.3295,2.853317,0
48,Salaried,13,1165555.98,26585.78,4479683.02,Home,719,2,208238.82,27.3714,3.843387,0
25,Salaried,7,498831.91,23657.23,983011.34,Education,758,0,190322.98,56.9103,1.970626,0
35,Self-Employed,5,3959971.89,157353.99,7372175.36,Vehicle,737,0,366166.36,47.6834,1.861674,0
36,Salaried,4,1931561.51,12720.63,10609824.3,Home,685,2,273108.69,7.9028,5.492874,0
28,Salaried,8,940460.29,11873.54,1309424.79,Personal,444,4,1127378.78,15.1503,1.392323,1
26,Self-Employed,7,874251.52,12379.64,953249.17,Personal,688,3,643328.08,16.9923,1.09036,0
45,Salaried,9,1989041.77,116660.05,9395621.25,Home,546,0,160197.12,70.3817,4.723692,1
34,Salaried,1,1210438.71,16719.13,2413459.11,Vehicle,670,0,129003.86,16.5749,1.993871,0
44,Salaried,7,1640897.45,31906.77,4212981.77,Business,581,2,445461.92,23.3336,2.567486,0
29,Self-Employed,3,1394253.43,74310.41,925740.33,Personal,656,1,307643.13,63.9572,0.663968,0
45,Salaried,0,1632572.38,15747.74,1841370.62,Education,733,0,282368.2,11.5752,1.127895,0
43,Self-Employed,7,1118364.77,29098.92,3150628.83,Home,762,2,755130.78,31.223,2.817175,0
21,Self-Employed,3,890118.93,35055.35,3876517.08,Home,714,0,136783.22,47.2593,4.355055,1
24,Salaried,6,3898298.16,21475.71,5299100.64,Personal,676,1,373308.02,6.6108,1.359337,0
25,Business Owner,6,2730983.38,43968.1,9724983.6,Business,578,1,406766.19,19.3197,3.560982,0
21,Salaried,3,1958229.85,108012.66,3221342.79,Vehicle,804,0,118813.49,66.19,1.645028,0
49,Salaried,3,537941.53,29502.21,1147406.04,Home,707,1,521253.34,65.8113,2.132957,1
36,Salaried,11,1892325.85,29202.99,4376145.89,Home,639,0,581951.7,18.5188,2.312575,0
29,Freelancer,0,1533563.46,32017.88,3931637.13,Education,686,1,125505.34,25.0537,2.563726,0
26,Freelancer,4,1122338.98,70506.64,1930311.96,Personal,697,1,73541.76,75.3854,1.719901,1
25,Business Owner,5,5772309.15,147914.94,15456451.24,Education,704,2,214237.18,30.7499,2.677689,0
37,Self-Employed,4,1054406.32,69467.05,763278.37,Personal,655,2,115392.2,79.0591,0.723894,1
22,Freelancer,0,299623.84,6964.27,646978.53,Education,704,0,183602.21,27.8921,2.159303,0
38,Self-Employed,3,939834.79,63875.88,2397936.74,Business,688,1,200821.58,81.558,2.551445,0
40,Salaried,11,1267510.52,22704.71,1205547.02,Personal,800,0,378004.11,21.4954,0.951114,0
22,Self-Employed,4,1355155.4,61277.86,2302928.57,Vehicle,755,1,293219.7,54.262,1.699383,0
39,Self-Employed,10,756256.23,18414.29,1539346.55,Home,580,0,1216800.69,29.2191,2.035483,0
31,Salaried,13,567222.59,18566.64,2687367.66,Home,825,1,171901.09,39.2791,4.737766,0
21,Self-Employed,1,1317935.43,28829.5,6017015.73,Business,728,0,397938.69,26.2497,4.565486,0
29,Salaried,3,2510364.8,74761.37,11064542.53,Business,734,1,125328.66,35.7373,4.407544,0
27,Self-Employed,9,2009016.1,40910.86,9886693.02,Business,589,0,777879.89,24.4364,4.921162,1
29,Salaried,9,1758844.03,44430.28,3488650.49,Business,777,1,597563.51,30.3133,1.983491,1
22,Salaried,4,1423127.09,94964.76,1628232.52,Education,567,0,525341.05,80.0756,1.144123,0
42,Salaried,9,2364474.98,50753.83,1722247.16,Vehicle,594,0,244298.24,25.7582,0.728385,0
43,Business Owner,3,2647710.92,93274.66,5298567.22,Business,774,1,350872.75,42.2741,2.001188,1
31,Salaried,10,1073123.96,46705.74,4516407.2,Home,782,0,118446.3,52.2278,4.208654,0
25,Freelancer,6,2287589.97,16236.1,10353082.32,Business,598,0,1174709.72,8.517,4.52576,0
26,Self-Employed,8,1750405.09,55118.4,7408906.63,Home,703,2,516545.06,37.7867,4.232681,0
40,Salaried,9,1573529.99,34299.06,4049858.03,Education,755,1,242588.27,26.157,2.573741,0
26,Salaried,5,2255923.69,66683.0,3661944.31,Personal,791,0,418081.01,35.4709,1.623257,0
33,Business Owner,11,1056389.67,29563.54,2841102.38,Business,754,0,91485.32,33.5825,2.689445,0
27,Self-Employed,0,874000.87,39058.2,1632564.56,Education,743,2,205690.3,53.6268,1.867921,0
33,Business Owner,11,1444249.16,21680.01,6129664.44,Business,751,1,496810.11,18.0135,4.244188,1
37,Salaried,11,1683982.27,62436.93,3290322.15,Vehicle,636,2,141197.5,44.4923,1.953894,0
38,Salaried,10,1251707.28,51450.35,3497740.4,Business,711,2,137525.8,49.325,2.794376,0
26,Salaried,8,1685756.41,37547.59,8017441.32,Home,609,0,266665.55,26.7281,4.75599,0
41,Self-Employed,13,906665.24,22164.55,934581.52,Personal,698,1,220507.19,29.3355,1.03079,0
27,Self-Employed,9,322148.22,12614.48,198419.37,Personal,632,3,53245.65,46.9889,0.615926,1
33,Salaried,2,2182687.1,51388.49,5000761.59,Business,751,2,317102.61,28.2524,2.291103,0
27,Salaried,6,1987255.34,26158.69,1820040.24,Vehicle,787,0,256819.33,15.7959,0.915856,0
21,Business Owner,3,2432692.12,50818.32,9662302.98,Business,776,2,167565.56,25.0677,3.971856,0
31,Salaried,10,1405224.9,56285.82,4865940.69,Home,422,0,712500.08,48.0656,3.462749,1
44,Salaried,11,3233480.91,10804.19,12820511.56,Business,806,3,242296.93,4.0096,3.964926,0
38,Self-Employed,12,424887.62,20283.03,1015439.71,Home,861,1,539934.11,57.2849,2.389902,0
21,Freelancer,3,3853741.6,36741.94,14542461.91,Home,668,1,196580.05,11.4409,3.773595,0
29,Salaried,1,2379639.72,22171.26,4858640.87,Home,654,3,981202.92,11.1805,2.041755,0
39,Salaried,10,953507.73,37164.09,2930945.47,Business,756,1,286639.79,46.7714,3.073856,0
24,Business Owner,6,1775478.79,51047.81,5876132.34,Business,652,2,2423362.48,34.5019,3.309604,0
35,Freelancer,1,1715253.28,97661.26,3221589.39,Education,736,0,380851.13,68.3243,1.8782,0
42,Freelancer,6,771052.67,13963.42,2469165.91,Home,658,0,775056.66,21.7315,3.202331,0
33,Salaried,6,2463608.4,40499.33,11674681.27,Home,713,0,1056701.92,19.7268,4.738854,0
32,Salaried,13,2911987.88,53421.59,7596406.78,Education,740,0,151757.4,22.0145,2.608667,0
32,Salaried,2,1011296.65,23006.68,4423879.34,Business,663,2,632398.15,27.2996,4.374463,1
31,Business Owner,12,2074249.21,22979.85,6196683.03,Business,784,0,1023962.77,13.2944,2.987434,0
21,Salaried,3,1783404.37,37050.23,860184.38,Personal,683,0,1473362.54,24.93,0.482327,0
28,Business Owner,10,1076531.0,34823.12,5304732.74,Home,733,1,246770.21,38.817,4.927617,0
39,Freelancer,13,771719.27,4011.19,3125871.38,Home,600,0,905692.83,6.2373,4.050529,0
48,Freelancer,15,990841.38,14212.75,2790752.75,Education,645,0,158535.45,17.2129,2.816548,0
33,Salaried,12,899549.84,32155.32,1180377.51,Vehicle,583,0,66467.89,42.8952,1.312187,0
38,Salaried,2,1829018.53,11189.2,10863408.74,Home,817,1,132530.95,7.3411,5.939474,1
43,Freelancer,8,1138837.06,44460.49,2781644.89,Home,443,2,206981.16,46.8483,2.442531,0
30,Self-Employed,12,2109609.66,40581.62,6950232.46,Education,625,0,252797.89,23.0839,3.294559,0
28,Freelancer,7,754063.86,20878.83,3347477.99,Home,719,2,514776.03,33.2261,4.43925,0
38,Salaried,17,2254844.32,52742.61,2819282.38,Vehicle,639,0,67373.25,28.069,1.250322,0
32,Business Owner,9,1321503.37,39849.21,3647726.89,Education,675,2,138454.87,36.1853,2.760286,0
27,Salaried,2,2108283.04,73688.75,8286319.8,Home,664,0,458794.54,41.9424,3.930364,0
25,Salaried,3,921059.83,19632.49,683720.6,Personal,620,1,135196.76,25.5781,0.742319,0
31,Salaried,6,1131642.5,29622.85,2886386.1,Education,617,1,343734.0,31.4122,2.550617,0
37,Self-Employed,12,1143472.24,48796.58,1711053.13,Vehicle,581,2,70992.02,51.2088,1.496366,0
31,Freelancer,0,1321723.7,37956.64,923415.67,Personal,676,3,190675.54,34.461,0.698645,0
46,Salaried,17,678631.17,29781.22,1330348.0,Education,747,0,374875.33,52.6611,1.96034,0
38,Salaried,6,1456470.9,54152.65,7166275.93,Business,795,0,234642.56,44.6169,4.920301,0
28,Salaried,4,1019411.32,22830.96,911720.69,Personal,738,1,373590.83,26.8755,0.89436,0
21,Salaried,3,1037960.17,19198.84,3603281.25,Business,782,1,338623.1,22.196,3.471502,0
34,Salaried,12,1231768.49,52160.41,4941576.4,Home,631,0,64061.97,50.8151,4.011774,1
25,Freelancer,4,1601379.36,13480.07,7339080.11,Business,778,0,358394.88,10.1013,4.582974,0
29,Salaried,11,1934715.98,96634.21,1917701.19,Personal,804,0,390856.56,59.937,0.991206,0
36,Salaried,8,3070640.53,116347.53,5327202.59,Business,738,1,303992.16,45.4684,1.734883,0
28,Salaried,3,1000796.37,46901.35,1731690.76,Vehicle,610,2,234473.78,56.2368,1.730313,1
29,Salaried,10,2371898.06,49988.55,2712914.3,Education,834,0,352187.25,25.2904,1.143774,0
53,Freelancer,12,2875217.83,59162.63,6382158.22,Business,736,2,381105.48,24.6921,2.219713,0
39,Self-Employed,13,3266179.82,57120.62,5964301.26,Education,765,1,203006.66,20.9862,1.826079,0
28,Self-Employed,9,843265.49,21113.97,3590891.77,Home,634,3,1182235.86,30.046,4.258317,1
28,Salaried,10,2100690.37,41203.67,3430911.96,Personal,868,1,176252.82,23.5372,1.633231,0
31,Business Owner,1,3354424.41,93165.79,2630924.33,Personal,715,0,346563.17,33.3288,0.784315,0
37,Salaried,8,1107768.46,18902.35,1417805.59,Vehicle,807,0,111913.5,20.4761,1.279875,0
23,Salaried,3,3177636.64,161507.2,5684945.03,Personal,589,0,194150.71,60.9914,1.789048,0
25,Freelancer,2,444054.86,10837.74,764179.43,Business,743,1,251268.25,29.2876,1.720912,0
30,Salaried,4,3090763.12,29529.89,4005141.62,Vehicle,634,0,155801.65,11.4651,1.295842,0
22,Salaried,0,3465672.54,169956.42,11527242.68,Business,687,0,359189.73,58.8479,3.32612,1
